seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	156024811	156025045	235	*	X01858	56893	156005092	156023516	18425	-	1294	upstream	1294	UBQLN4
chr1	156050050	156050589	540	*	X01860	4000	156052369	156109880	57512	+	1779	upstream	1779	LMNA
chr1	156050695	156050829	135	*	X01861	4000	156052369	156109880	57512	+	1539	upstream	1539	LMNA
chr1	156051181	156051300	120	*	X01862	4000	156052369	156109880	57512	+	1068	upstream	1068	LMNA
chr1	156051481	156051639	159	*	X01863	4000	156052369	156109880	57512	+	729	upstream	729	LMNA
chr1	156051481	156051639	159	*	X01863	92312	156041804	156051789	9986	-	0	inside	149	MEX3A
chr1	156051856	156052170	315	*	X01864	4000	156052369	156109880	57512	+	198	upstream	198	LMNA
chr1	156051856	156052170	315	*	X01864	92312	156041804	156051789	9986	-	66	upstream	66	MEX3A
chr1	156052576	156052710	135	*	X01865	4000	156052369	156109880	57512	+	0	inside	206	LMNA
chr1	156052576	156052710	135	*	X01865	92312	156041804	156051789	9986	-	786	upstream	786	MEX3A
chr1	156252002	156252361	360	*	X01876	84283	156252704	156262234	9531	+	342	upstream	342	TMEM79
chr1	156252002	156252361	360	*	X01876	23381	156219015	156252620	33606	-	0	inside	258	SMG5
chr1	156470615	156470679	65	*	X01887	4209	156433513	156470634	37122	-	0	overlapStart	0	MEF2D
chr1	156470753	156470779	27	*	X01888	4209	156433513	156470634	37122	-	118	upstream	118	MEF2D
chr1	156647156	156647335	180	*	X01897	10763	156638556	156647189	8634	-	0	overlapStart	0	NES
chr1	156647471	156647575	105	*	X01898	10763	156638556	156647189	8634	-	281	upstream	281	NES
chr1	156675372	156675506	135	*	X01902	1382	156669400	156675608	6209	-	0	inside	101	CRABP2
chr1	156675597	156675716	120	*	X01903	1382	156669400	156675608	6209	-	0	overlapStart	0	CRABP2
chr1	156698396	156698485	90	*	X01904	51093	156698263	156706752	8490	+	0	inside	132	RRNAD1
chr1	156698396	156698485	90	*	X01904	81875	156692413	156698211	5799	-	184	upstream	184	ISG20L2
chr1	156711373	156711477	105	*	X01905	79590	156707094	156710923	3830	-	449	upstream	449	MRPL24
chr1	156737642	156737806	165	*	X01910	3068	156711899	156736717	24819	-	924	upstream	924	HDGF
chr1	156828845	156828979	135	*	X01911	3645	156810665	156828712	18048	-	132	upstream	132	INSRR
chr1	156830511	156830675	165	*	X01912	3645	156810665	156828712	18048	-	1798	upstream	1798	INSRR
chr1	156863195	156863494	300	*	X01914	375033	156863523	156886226	22704	+	28	upstream	28	PEAR1
chr1	156889999	156890119	121	*	X01917	149499	156890424	156902880	12457	+	304	upstream	304	LRRC71
chr1	157015750	157016154	405	*	X01921	9826	156904632	157015162	110531	-	587	upstream	587	ARHGEF11
chr1	157108813	157108932	120	*	X01923	2117	157094459	157108383	13925	-	429	upstream	429	ETV3
chr1	157962998	157963222	225	*	X01924	55243	157963063	158065844	102782	+	0	overlapStart	0	KIRREL1
chr1	157963283	157963432	150	*	X01925	55243	157963063	158065844	102782	+	0	inside	219	KIRREL1
chr1	159915219	159915233	15	*	X01947	57549	159896829	159915386	18558	-	0	inside	152	IGSF9
chr1	160001544	160001663	120	*	X01948	93183	159997462	160001783	4322	-	0	inside	119	PIGM
chr1	160040095	160040262	168	*	X01949	3766	160007257	160040051	32795	-	43	upstream	43	KCNJ10
chr1	160040353	160040457	105	*	X01950	3766	160007257	160040051	32795	-	301	upstream	301	KCNJ10
chr1	160068297	160068473	177	*	X01952	93185	160061129	160068618	7490	-	0	inside	144	IGSF8
chr1	160068508	160068541	34	*	X01953	93185	160061129	160068618	7490	-	0	inside	76	IGSF8
chr1	160068807	160069002	196	*	X01954	93185	160061129	160068618	7490	-	188	upstream	188	IGSF8
chr1	160085526	160085596	71	*	X01955	477	160085520	160113374	27855	+	0	inside	5	ATP1A2
chr1	160085788	160085952	165	*	X01956	477	160085520	160113374	27855	+	0	inside	267	ATP1A2
chr1	160174674	160174730	57	*	X01958	8682	160175125	160185162	10038	+	394	upstream	394	PEA15
chr1	160175375	160175494	120	*	X01959	8682	160175125	160185162	10038	+	0	inside	249	PEA15
chr1	160313260	160313394	135	*	X01964	23385	160313063	160328742	15680	+	0	inside	196	NCSTN
chr1	160313260	160313394	135	*	X01964	1314	160258377	160313354	54978	-	0	overlapStart	0	COPA
chr1	161086280	161086384	105	*	X01966	4817	161087862	161095235	7374	+	1477	upstream	1477	NIT1
chr1	161088070	161088204	135	*	X01967	4817	161087862	161095235	7374	+	0	inside	207	NIT1
chr1	161088070	161088204	135	*	X01967	5202	161070346	161087866	17521	-	203	upstream	203	PFDN2
chr1	161101715	161102299	585	*	X01969	9191	161090769	161102478	11710	-	0	inside	178	DEDD
chr1	161103040	161103144	105	*	X01970	9191	161090769	161102478	11710	-	561	upstream	561	DEDD
chr1	161123245	161123379	135	*	X01971	51506	161123534	161128646	5113	+	154	upstream	154	UFC1
chr1	161128720	161128839	120	*	X01972	27005	161129254	161135516	6263	+	414	upstream	414	USP21
chr1	161129380	161129604	225	*	X01973	27005	161129254	161135516	6263	+	0	inside	125	USP21
chr1	161135620	161135739	120	*	X01975	5498	161136181	161147801	11621	+	441	upstream	441	PPOX
chr1	161167165	161167284	120	*	X01978	4720	161169105	161184184	15080	+	1820	upstream	1820	NDUFS2
chr1	161167480	161167614	135	*	X01979	4720	161169105	161184184	15080	+	1490	upstream	1490	NDUFS2
chr1	161196040	161196309	270	*	X01980	84134	161195833	161213089	17257	+	0	inside	206	TOMM40L
chr1	161196040	161196309	270	*	X01980	100847090	161196976	161197051	76	+	666	upstream	666	MIR5187
chr1	162039453	162039587	135	*	X01989	9722	162039581	162339813	300233	+	0	overlapStart	0	NOS1AP
chr1	162531161	162531250	90	*	X01992	6675	162531296	162569633	38338	+	45	upstream	45	UAP1
chr1	162601880	162602044	165	*	X01995	4921	162602228	162750247	148020	+	183	upstream	183	DDR2
chr1	164527889	164527978	90	*	X01997	5087	164528597	164854300	325704	+	618	upstream	618	PBX1
chr1	164528549	164528668	120	*	X01998	5087	164528597	164854300	325704	+	0	overlapStart	0	PBX1
chr1	164528754	164528888	135	*	X01999	5087	164528597	164854300	325704	+	0	inside	156	PBX1
chr1	165599601	165599720	120	*	X02007	4259	165600110	165625372	25263	+	389	upstream	389	MGST3
chr1	165666816	165666920	105	*	X02009	440700	165667987	165679199	11213	+	1066	upstream	1066	LOC440700
chr1	165667326	165667460	135	*	X02010	440700	165667987	165679199	11213	+	526	upstream	526	LOC440700
chr1	165796644	165796838	195	*	X02011	7371	165796732	165880855	84124	+	0	overlapStart	0	UCK2
chr1	165796644	165796838	195	*	X02011	54499	165693528	165796992	103465	-	0	inside	153	TMCO1
chr1	165797439	165797558	120	*	X02012	54499	165693528	165796992	103465	-	446	upstream	446	TMCO1
chr1	166136247	166136576	330	*	X02013	149297	166026690	166135958	109269	-	288	upstream	288	FAM78B
chr1	166807651	166807755	105	*	X02014	57645	166808724	166823709	14986	+	968	upstream	968	POGK
chr1	166845511	166845690	180	*	X02016	117143	166825749	166845654	19906	-	0	overlapStart	0	TADA1
chr1	167189154	167189273	120	*	X02017	5451	167190066	167396582	206517	+	792	upstream	792	POU2F1
chr1	167189964	167190173	210	*	X02018	5451	167190066	167396582	206517	+	0	overlapStart	0	POU2F1
chr1	167906024	167906128	105	*	X02026	55827	167905797	168045083	139287	+	0	inside	226	DCAF6
chr1	167906024	167906128	105	*	X02026	25874	167885913	167906307	20395	-	0	inside	178	MPC2
chr1	167906339	167906443	105	*	X02027	25874	167885913	167906307	20395	-	31	upstream	31	MPC2
chr1	167906729	167906833	105	*	X02028	25874	167885913	167906307	20395	-	421	upstream	421	MPC2
chr1	169075785	169075904	120	*	X02032	481	169075947	169101960	26014	+	42	upstream	42	ATP1B1
chr1	169680799	169680887	89	*	X02036	6402	169659806	169680843	21038	-	0	overlapStart	0	SELL
chr1	170500720	170500839	120	*	X02039	92344	170501263	170522974	21712	+	423	upstream	423	GORAB
chr1	170501478	170501672	195	*	X02040	92344	170501263	170522974	21712	+	0	inside	214	GORAB
chr1	170631880	170631939	60	*	X02041	5396	170633313	170708541	75229	+	1373	upstream	1373	PRRX1
chr1	170632120	170632254	135	*	X02042	5396	170633313	170708541	75229	+	1058	upstream	1058	PRRX1
chr1	170632810	170632914	105	*	X02043	5396	170633313	170708541	75229	+	398	upstream	398	PRRX1
chr1	170633110	170633214	105	*	X02044	5396	170633313	170708541	75229	+	98	upstream	98	PRRX1
chr1	170633305	170633409	105	*	X02045	5396	170633313	170708541	75229	+	0	overlapStart	0	PRRX1
chr1	171283230	171283277	48	*	X02047	2329	171283486	171311223	27738	+	208	upstream	208	FMO4
chr1	171810532	171810651	120	*	X02051	26052	171810618	172387567	576950	+	0	overlapStart	0	DNM3
chr1	172113958	172114077	120	*	X02054	100628315	172106019	172113975	7957	-	0	overlapStart	0	DNM3OS
chr1	172114419	172114538	120	*	X02055	100628315	172106019	172113975	7957	-	443	upstream	443	DNM3OS
chr1	172412930	172413064	135	*	X02056	5279	172362274	172413230	50957	-	0	inside	165	PIGC
chr1	172502006	172502027	22	*	X02057	51430	172502260	172580973	78714	+	232	upstream	232	SUCO
chr1	172502085	172502200	116	*	X02058	51430	172502260	172580973	78714	+	59	upstream	59	SUCO
chr1	172628390	172628539	150	*	X02059	356	172628185	172636012	7828	+	0	inside	204	FASLG
chr1	173446383	173446432	50	*	X02062	9588	173446486	173457946	11461	+	53	upstream	53	PRDX6
chr1	173446383	173446432	50	*	X02062	100506023	173204199	173446294	242096	-	88	upstream	88	LOC100506023
chr1	173447033	173447137	105	*	X02063	100506023	173204199	173446294	242096	-	738	upstream	738	LOC100506023
chr1	173638818	173638937	120	*	X02064	339416	173577475	173639001	61527	-	0	inside	63	ANKRD45
chr1	173792518	173792637	120	*	X02065	55157	173793797	173827682	33886	+	1159	upstream	1159	DARS2
chr1	173837523	173837912	390	*	X02067	692196	173835773	173835853	81	-	1669	upstream	1669	SNORD76
chr1	173837523	173837912	390	*	X02067	692195	173836017	173836076	60	-	1446	upstream	1446	SNORD75
chr1	173837523	173837912	390	*	X02067	619498	173836812	173836883	72	-	639	upstream	639	SNORD74
chr1	173837523	173837912	390	*	X02067	60674	173833039	173837125	4087	-	397	upstream	397	GAS5
chr1	174128258	174128377	120	*	X02070	9910	174128552	174964445	835894	+	174	upstream	174	RABGAP1L
chr1	174992605	174992724	120	*	X02075	63931	174982094	174992591	10498	-	13	upstream	13	MRPS14
chr1	175161821	175162000	180	*	X02077	9674	175126123	175162229	36107	-	0	inside	228	KIAA0040
chr1	175162136	175162270	135	*	X02078	9674	175126123	175162229	36107	-	0	overlapStart	0	KIAA0040
chr1	177133878	177133982	105	*	X02081	460	176826441	177134024	307584	-	0	inside	41	ASTN1
chr1	177134332	177134343	12	*	X02082	460	176826441	177134024	307584	-	307	upstream	307	ASTN1
chr1	178006789	178006878	90	*	X02083	730102	177975275	178007142	31868	-	0	inside	263	CRYZL2P
chr1	178006789	178006878	90	*	X02083	89866	177897489	178007142	109654	-	0	inside	263	SEC16B
chr1	178061930	178062049	120	*	X02084	9462	178062864	178448648	385785	+	814	upstream	814	RASAL2
chr1	178063463	178063552	90	*	X02085	100302401	178060643	178063128	2486	-	334	upstream	334	RASAL2-AS1
chr1	178512167	178512301	135	*	X02087	400798	178511931	178518024	6094	+	0	inside	235	C1orf220
chr1	178693998	178694057	60	*	X02088	55103	178694300	178889237	194938	+	242	upstream	242	RALGPS2
chr1	178694575	178694724	150	*	X02089	55103	178694300	178889237	194938	+	0	inside	274	RALGPS2
chr1	178994704	178994808	105	*	X02090	9917	178995074	179045702	50629	+	265	upstream	265	FAM20B
chr1	178994884	178995483	600	*	X02091	9917	178995074	179045702	50629	+	0	overlapStart	0	FAM20B
chr1	179198448	179198567	120	*	X02097	27	179068462	179198819	130358	-	0	inside	251	ABL2
chr1	179198688	179198852	165	*	X02098	27	179068462	179198819	130358	-	0	overlapStart	0	ABL2
chr1	179198876	179199085	210	*	X02099	27	179068462	179198819	130358	-	56	upstream	56	ABL2
chr1	179846703	179846822	120	*	X02101	163590	179809102	179846941	37840	-	0	inside	118	TOR1AIP2
chr1	179851228	179851332	105	*	X02102	26092	179851177	179889212	38036	+	0	inside	50	TOR1AIP1
chr1	180123912	180124001	90	*	X02104	5768	180123968	180167169	43202	+	0	overlapStart	0	QSOX1
chr1	180198210	180198211	2	*	X02108	89884	180199433	180244188	44756	+	1221	upstream	1221	LHX4
chr1	180199067	180199168	102	*	X02109	89884	180199433	180244188	44756	+	264	upstream	264	LHX4
chr1	180199337	180199576	240	*	X02110	89884	180199433	180244188	44756	+	0	overlapStart	0	LHX4
chr1	180601110	180601244	135	*	X02112	9213	180601146	180859415	258270	+	0	overlapStart	0	XPR1
chr1	180880912	180881061	150	*	X02114	57710	180882313	180919922	37610	+	1251	upstream	1251	KIAA1614
chr1	180991998	180992117	120	*	X02119	10228	180942176	180992046	49871	-	0	overlapStart	0	STX6
chr1	182361092	182361241	150	*	X02128	2752	182350839	182361341	10503	-	0	inside	99	GLUL
chr1	182583957	182584076	120	*	X02129	284648	182584275	182585764	1490	+	198	upstream	198	LINC01686
chr1	182808252	182808371	120	*	X02130	1660	182808439	182857117	48679	+	67	upstream	67	DHX9
chr1	182991929	182992276	348	*	X02132	3915	182992595	183114727	122133	+	318	upstream	318	LAMC1
chr1	182992424	182992543	120	*	X02133	3915	182992595	183114727	122133	+	51	upstream	51	LAMC1
chr1	183387592	183387711	120	*	X02137	23057	183217372	183387634	170263	-	0	overlapStart	0	NMNAT2
chr1	183439400	183439534	135	*	X02138	9887	183441506	183523328	81823	+	1971	upstream	1971	SMG7
chr1	183440375	183440479	105	*	X02139	9887	183441506	183523328	81823	+	1026	upstream	1026	SMG7
chr1	183441412	183441621	210	*	X02140	9887	183441506	183523328	81823	+	0	overlapStart	0	SMG7
chr1	183441412	183441621	210	*	X02140	284649	183430011	183441117	11107	-	294	upstream	294	SMG7-AS1
chr1	183441860	183442159	300	*	X02141	284649	183430011	183441117	11107	-	742	upstream	742	SMG7-AS1
chr1	183442205	183442459	255	*	X02142	284649	183430011	183441117	11107	-	1087	upstream	1087	SMG7-AS1
chr1	183442550	183442669	120	*	X02143	284649	183430011	183441117	11107	-	1432	upstream	1432	SMG7-AS1
chr1	184355899	184355988	90	*	X02145	81563	184356150	184598155	242006	+	161	upstream	161	C1orf21
chr1	184356064	184356168	105	*	X02146	81563	184356150	184598155	242006	+	0	overlapStart	0	C1orf21
chr1	184356438	184356542	105	*	X02147	81563	184356150	184598155	242006	+	0	inside	287	C1orf21
chr1	185014446	185014595	150	*	X02151	6045	185014551	185071740	57190	+	0	overlapStart	0	RNF2
chr1	185014774	185015193	420	*	X02152	6045	185014551	185071740	57190	+	0	inside	222	RNF2
chr1	185125920	185126054	135	*	X02155	54823	185126192	185260913	134722	+	137	upstream	137	SWT1
chr1	185125920	185126054	135	*	X02155	81627	185087218	185126230	39013	-	0	inside	175	TRMT1L
chr1	185126340	185126474	135	*	X02156	54823	185126192	185260913	134722	+	0	inside	147	SWT1
chr1	185126340	185126474	135	*	X02156	81627	185087218	185126230	39013	-	109	upstream	109	TRMT1L
chr1	185126535	185126669	135	*	X02157	81627	185087218	185126230	39013	-	304	upstream	304	TRMT1L
chr1	185286439	185286573	135	*	X02160	10625	185265522	185286461	20940	-	0	overlapStart	0	IVNS1ABP
chr1	185703642	185703746	105	*	X02161	83872	185703683	186160085	456403	+	0	overlapStart	0	HMCN1
chr1	186344837	186344956	120	*	X02162	54953	186344890	186390503	45614	+	0	overlapStart	0	ODR4
chr1	186344837	186344956	120	*	X02162	7175	186280786	186344864	64079	-	0	overlapStart	0	TPR
chr1	192777401	192777490	90	*	X02163	5997	192778169	192781407	3239	+	678	upstream	678	RGS2
chr1	193090536	193090655	120	*	X02166	79577	193091088	193223942	132855	+	432	upstream	432	CDC73
chr1	196577547	196577666	120	*	X02168	343450	196194913	196577499	382587	-	47	upstream	47	KCNT2
chr1	196577802	196577876	75	*	X02169	343450	196194913	196577499	382587	-	302	upstream	302	KCNT2
chr1	197170187	197170351	165	*	X02173	23418	197170592	197447585	276994	+	240	upstream	240	CRB1
chr1	197170187	197170351	165	*	X02173	360023	197122814	197169672	46859	-	514	upstream	514	ZBTB41
chr1	197170367	197170501	135	*	X02174	23418	197170592	197447585	276994	+	90	upstream	90	CRB1
chr1	197170367	197170501	135	*	X02174	360023	197122814	197169672	46859	-	694	upstream	694	ZBTB41
chr1	197171192	197171296	105	*	X02175	360023	197122814	197169672	46859	-	1519	upstream	1519	ZBTB41
chr1	197744383	197744487	105	*	X02177	163486	197473879	197744623	270745	-	0	inside	135	DENND1B
chr1	200379421	200379555	135	*	X02190	23528	200375420	200379166	3747	-	254	upstream	254	ZNF281
chr1	200639114	200639263	150	*	X02192	83479	200610119	200639126	29008	-	0	overlapStart	0	DDX59
chr1	200639503	200639607	105	*	X02193	83479	200610119	200639126	29008	-	376	upstream	376	DDX59
chr1	200707921	200708040	120	*	X02194	23271	200708686	200829831	121146	+	645	upstream	645	CAMSAP2
chr1	200708499	200708588	90	*	X02195	23271	200708686	200829831	121146	+	97	upstream	97	CAMSAP2
chr1	200708784	200708918	135	*	X02196	23271	200708686	200829831	121146	+	0	inside	97	CAMSAP2
chr1	200860207	200860356	150	*	X02199	55765	200860627	200884864	24238	+	270	upstream	270	INAVA
chr1	201083301	201083305	5	*	X02200	779	201008640	201081694	73055	-	1606	upstream	1606	CACNA1S
chr1	201438060	201438209	150	*	X02208	23612	201434607	201438299	3693	-	0	inside	89	PHLDA3
chr1	201438599	201438718	120	*	X02209	23612	201434607	201438299	3693	-	299	upstream	299	PHLDA3
chr1	201951670	201951819	150	*	X02218	6051	201951766	201975275	23510	+	0	overlapStart	0	RNPEP
chr1	202777574	202777693	120	*	X02225	10765	202696532	202777549	81018	-	24	upstream	24	KDM5B
chr1	202780154	202780318	165	*	X02226	100506696	202780074	202781041	968	+	0	inside	79	PCAT6
chr1	202830329	202830553	225	*	X02228	148709	202830882	202844369	13488	+	328	upstream	328	LOC148709
chr1	202927468	202927617	150	*	X02229	51094	202909960	202927700	17741	-	0	inside	82	ADIPOR1
chr1	202936383	202936652	270	*	X02230	51706	202931001	202936404	5404	-	0	overlapStart	0	CYB5R1
chr1	202976740	202976844	105	*	X02231	92703	202976534	202993197	16664	+	0	inside	205	TMEM183A
chr1	202976740	202976844	105	*	X02231	401980	202955580	202976393	20814	-	346	upstream	346	NA
chr1	203274467	203274575	109	*	X02234	7832	203274664	203278729	4066	+	88	upstream	88	BTG2
chr1	203274467	203274575	109	*	X02234	730227	203267886	203274453	6568	-	13	upstream	13	LINC01136
chr1	203274947	203275051	105	*	X02235	7832	203274664	203278729	4066	+	0	inside	282	BTG2
chr1	203274947	203275051	105	*	X02235	730227	203267886	203274453	6568	-	493	upstream	493	LINC01136
chr1	203595579	203595728	150	*	X02242	493	203595915	203713209	117295	+	186	upstream	186	ATP2B4
chr1	203595997	203596131	135	*	X02243	493	203595915	203713209	117295	+	0	inside	81	ATP2B4
chr1	203764930	203765218	289	*	X02246	9877	203764751	203823256	58506	+	0	inside	178	ZC3H11A
chr1	203764930	203765218	289	*	X02246	100381270	203766651	203769590	2940	+	1432	upstream	1432	ZBED6
chr1	203765429	203765518	90	*	X02247	100381270	203766651	203769590	2940	+	1132	upstream	1132	ZBED6
chr1	204041959	204042213	255	*	X02248	9580	204042246	204096871	54626	+	32	upstream	32	SOX13
chr1	204121436	204121645	210	*	X02253	55224	204100190	204121307	21118	-	128	upstream	128	ETNK2
chr1	204121968	204122008	41	*	X02254	55224	204100190	204121307	21118	-	660	upstream	660	ETNK2
chr1	204328799	204328918	120	*	X02257	22874	204187979	204329057	141079	-	0	inside	138	PLEKHA6
chr1	204463718	204463837	120	*	X02258	5287	204391758	204463852	72095	-	0	inside	14	PIK3C2B
chr1	204463925	204464029	105	*	X02259	5287	204391758	204463852	72095	-	72	upstream	72	PIK3C2B
chr1	204485733	204485852	120	*	X02260	4194	204485507	204677661	192155	+	0	inside	225	MDM4
chr1	205180666	205180755	90	*	X02262	25778	205111631	205180727	69097	-	0	overlapStart	0	DSTYK
chr1	205473722	205473769	48	*	X02266	5129	205473684	205501921	28238	+	0	inside	37	CDK18
chr1	205649675	205649824	150	*	X02272	2005	205566695	205649630	82936	-	44	upstream	44	ELK4
chr1	205649675	205649824	150	*	X02272	85414	205592804	205649630	56827	-	44	upstream	44	SLC45A3
